time,value
2025-06-06T00:28:28.572633713Z,372
2025-06-06T00:29:57.835874224Z,371
2025-06-06T00:30:42.499342399Z,375
2025-06-06T00:31:27.168811327Z,371
2025-06-06T00:32:11.81883334Z,373
2025-06-06T00:32:56.476845714Z,374
2025-06-06T00:34:25.783974877Z,371
2025-06-06T00:35:10.43926017Z,372
2025-06-06T00:35:55.082747673Z,374
2025-06-06T00:36:39.726855766Z,373
2025-06-06T00:37:24.358364288Z,374
2025-06-06T00:38:09.013134784Z,373
2025-06-06T00:39:38.287518539Z,374
2025-06-06T00:40:22.929217614Z,373
2025-06-06T00:41:52.229733328Z,372
2025-06-06T00:43:21.522762813Z,376
2025-06-06T00:44:06.177333375Z,374
2025-06-06T00:44:50.815859745Z,371
2025-06-06T00:45:35.479629714Z,374
2025-06-06T00:46:20.123804285Z,372
2025-06-06T00:47:49.3932822Z,373
2025-06-06T00:48:34.05248139Z,374
2025-06-06T00:49:18.714863637Z,373
2025-06-06T00:50:03.370345369Z,372
2025-06-06T00:51:32.66745671Z,374
2025-06-06T00:52:17.330784573Z,373
2025-06-06T00:53:01.988770841Z,372
